🏆广东珠江,#genre#
CHC影迷电影,http://182.135.66.163:1888/udp/239.94.1.174:5140
CHC动作电影,http://www.893224162.xyz:8188/udp/239.94.1.175:5140
CHC家庭影院,http://www.893224162.xyz:8188/udp/239.94.1.173:5140
CHC影迷电影,http://www.893224162.xyz:8188/udp/239.94.1.174:5140
CHC动作电影,http://a.510100.xyz:5050/udp/239.94.1.175:5140
CHC家庭影院,http://a.510100.xyz:5050/udp/239.94.1.173:5140
CHC影迷电影,http://a.510100.xyz:5050/udp/239.94.1.174:5140
CHC动作电影,http://dib.ddns.net:7233/udp/239.94.1.175:5140
CHC家庭影院,http://dib.ddns.net:7233/udp/239.94.1.173:5140
CHC影迷电影,http://dib.ddns.net:7233/udp/239.94.1.174:5140
北京重温经典,http://111.193.233.58:7089/udp/239.3.1.25:8001
北京淘电影,http://111.193.233.58:7089/udp/239.3.1.250:8001
北京淘剧场,http://111.193.233.58:7089/rtp/239.3.1.95:8001
北京淘娱乐,http://111.193.233.58:7089/rtp/239.3.1.100:8001
北京淘Baby,http://111.193.233.58:7089/rtp/239.3.1.238:8001
北京萌宠TV,http://111.193.233.58:7089/rtp/239.3.1.102:8001
北京4K超清,http://111.193.233.58:7089/rtp/239.3.1.249:8001
星影,http://111.193.233.58:7089/rtp/239.3.1.94:4120
光影,http://111.193.233.58:7089/rtp/239.3.1.84:4120
城市剧场,http://111.193.233.58:7089/rtp/239.3.1.67:4120
军旅剧场,http://111.193.233.58:7089/rtp/239.3.1.68:4120
武侠剧场,http://111.193.233.58:7089/rtp/239.3.1.90:4120
热播剧场,http://111.193.233.58:7089/rtp/239.3.1.194:9020
动作影院,http://111.193.233.58:7089/rtp/239.3.1.92:4120
喜剧影院,http://111.193.233.58:7089/rtp/239.3.1.91:4120
家庭影院,http://111.193.233.58:7089/rtp/239.3.1.93:4120
精选,http://111.193.233.58:7089/rtp/239.3.1.74:4120
经典电影,http://111.193.233.58:7089/rtp/239.3.1.195:9024
北京重温经典,http://h.sysmgr.cn:58888/udp/239.3.1.25:8001
北京淘电影,http://h.sysmgr.cn:58888/udp/239.3.1.250:8001
北京淘剧场,http://h.sysmgr.cn:58888/rtp/239.3.1.95:8001
北京淘娱乐,http://h.sysmgr.cn:58888/rtp/239.3.1.100:8001
北京淘Baby,http://h.sysmgr.cn:58888/rtp/239.3.1.238:8001
北京萌宠TV,http://h.sysmgr.cn:58888/rtp/239.3.1.102:8001
北京4K超清,http://h.sysmgr.cn:58888/rtp/239.3.1.249:8001
星影,http://h.sysmgr.cn:58888/rtp/239.3.1.94:4120
光影,http://h.sysmgr.cn:58888/rtp/239.3.1.84:4120
城市剧场,http://h.sysmgr.cn:58888/rtp/239.3.1.67:4120
军旅剧场,http://h.sysmgr.cn:58888/rtp/239.3.1.68:4120
古装剧场,http://h.sysmgr.cn:58888/rtp/239.3.1.69:4120
武侠剧场,http://h.sysmgr.cn:58888/rtp/239.3.1.90:4120
热播剧场,http://h.sysmgr.cn:58888/rtp/239.3.1.194:9020
动作影院,http://h.sysmgr.cn:58888/rtp/239.3.1.92:4120
喜剧影院,http://h.sysmgr.cn:58888/rtp/239.3.1.91:4120
家庭影院,http://h.sysmgr.cn:58888/rtp/239.3.1.93:4120
精选,http://h.sysmgr.cn:58888/rtp/239.3.1.74:4120
经典电影,http://h.sysmgr.cn:58888/rtp/239.3.1.195:9024
北京重温经典,http://123.120.8.201:4022/udp/239.3.1.25:8001
北京淘电影,http://123.120.8.201:4022/udp/239.3.1.250:8001
北京淘剧场,http://123.120.8.201:4022/rtp/239.3.1.95:8001
北京淘娱乐,http://123.120.8.201:4022/rtp/239.3.1.100:8001
北京淘Baby,http://123.120.8.201:4022/rtp/239.3.1.238:8001
北京萌宠TV,http://123.120.8.201:4022/rtp/239.3.1.102:8001
北京4K超清,http://123.120.8.201:4022/rtp/239.3.1.249:8001
星影,http://123.120.8.201:4022/rtp/239.3.1.94:4120
光影,http://123.120.8.201:4022/rtp/239.3.1.84:4120
城市剧场,http://123.120.8.201:4022/rtp/239.3.1.67:4120
军旅剧场,http://123.120.8.201:4022/rtp/239.3.1.68:4120
古装剧场,http://123.120.8.201:4022/rtp/239.3.1.69:4120
武侠剧场,http://123.120.8.201:4022/rtp/239.3.1.90:4120
热播剧场,http://123.120.8.201:4022/rtp/239.3.1.194:9020
动作影院,http://123.120.8.201:4022/rtp/239.3.1.92:4120
喜剧影院,http://123.120.8.201:4022/rtp/239.3.1.91:4120
家庭影院,http://123.120.8.201:4022/rtp/239.3.1.93:4120
精选,http://123.120.8.201:4022/rtp/239.3.1.74:4120
经典电影,http://123.120.8.201:4022/rtp/239.3.1.195:9024
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
🇭🇰港台频道,#genre#
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
凤凰中文,http://182.135.66.163:1888/udp/239.94.2.51:5140
凤凰资讯,http://182.135.66.163:1888/rtp/239.94.2.49:5140
凤凰中文,http://www.893224162.xyz:8188/udp/239.94.2.51:5140
凤凰资讯,http://www.893224162.xyz:8188/rtp/239.94.2.49:5140
凤凰中文,http://a.510100.xyz:5050/udp/239.94.2.51:5140
凤凰资讯,http://a.510100.xyz:5050/rtp/239.94.2.49:5140
凤凰中文,http://dib.ddns.net:7233/udp/239.94.2.51:5140
凤凰资讯,http://dib.ddns.net:7233/rtp/239.94.2.49:5140
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB华丽台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB星河,http://php.jdshipin.com:8880/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh
TVB亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB亚洲武侠,http://php.jdshipin.com/iptv.php?id=yzwx
TVB娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
千禧经典台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
TVBPlus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVBPlus,https://smt.1678520.xyz/smt3.2.1.php?id=j2_twn
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=j1
东森洋片(ijk),http://183.57.249.143:8183/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信1
🦚其他频道,#genre#
峨眉电影,http://182.135.66.163:1888/udp/239.94.0.103:5140
爱动漫,http://182.135.66.163:1888/udp/239.94.1.141:5140
爱科幻,http://182.135.66.163:1888/udp/239.94.1.131:5140
爱谍战,http://182.135.66.163:1888/udp/239.94.1.134:5140
爱院线,http://182.135.66.163:1888/udp/239.94.1.132:5140
爱历史,http://182.135.66.163:1888/udp/239.94.1.135:5140
爱喜剧,http://182.135.66.163:1888/udp/239.94.1.129:5140
爱奇谈,http://182.135.66.163:1888/udp/239.94.1.130:5140
爱悬疑,http://182.135.66.163:1888/udp/239.94.1.136:5140
爱赛车,http://182.135.66.163:1888/udp/239.94.1.144:5140
爱宠宠物,http://182.135.66.163:1888/udp/239.94.1.145:5140
爱幼教,http://182.135.66.163:1888/udp/239.94.1.139:5140
爱旅行,http://182.135.66.163:1888/udp/239.94.1.137:5140
爱浪漫,http://182.135.66.163:1888/udp/239.94.1.128:5140
爱玩具,http://182.135.66.163:1888/udp/239.94.1.140:5140
爱体育,http://182.135.66.163:1888/udp/239.94.1.44:5140
爱上4K,http://182.135.66.163:1888/udp/239.94.0.21:5140
峨眉电影,http://www.893224162.xyz:8188/udp/239.94.0.103:5140
爱动漫,http://www.893224162.xyz:8188/udp/239.94.1.141:5140
爱科幻,http://www.893224162.xyz:8188/udp/239.94.1.131:5140
爱谍战,http://www.893224162.xyz:8188/udp/239.94.1.134:5140
爱院线,http://www.893224162.xyz:8188/udp/239.94.1.132:5140
爱历史,http://www.893224162.xyz:8188/udp/239.94.1.135:5140
爱喜剧,http://www.893224162.xyz:8188/udp/239.94.1.129:5140
爱奇谈,http://www.893224162.xyz:8188/udp/239.94.1.130:5140
爱悬疑,http://www.893224162.xyz:8188/udp/239.94.1.136:5140
爱赛车,http://www.893224162.xyz:8188/udp/239.94.1.144:5140
爱宠宠物,http://www.893224162.xyz:8188/udp/239.94.1.145:5140
爱幼教,http://www.893224162.xyz:8188/udp/239.94.1.139:5140
爱旅行,http://www.893224162.xyz:8188/udp/239.94.1.137:5140
爱浪漫,http://www.893224162.xyz:8188/udp/239.94.1.128:5140
爱玩具,http://www.893224162.xyz:8188/udp/239.94.1.140:5140
爱体育,http://www.893224162.xyz:8188/udp/239.94.1.44:5140
爱上4K,http://www.893224162.xyz:8188/udp/239.94.0.21:5140
峨眉电影,http://dib.ddns.net:7233/udp/239.94.0.103:5140
爱动漫,http://dib.ddns.net:7233/udp/239.94.1.141:5140
爱科幻,http://dib.ddns.net:7233/udp/239.94.1.131:5140
爱谍战,http://dib.ddns.net:7233/udp/239.94.1.134:5140
爱院线,http://dib.ddns.net:7233/udp/239.94.1.132:5140
爱历史,http://dib.ddns.net:7233/udp/239.94.1.135:5140
爱喜剧,http://dib.ddns.net:7233/udp/239.94.1.129:5140
爱奇谈,http://dib.ddns.net:7233/udp/239.94.1.130:5140
爱悬疑,http://dib.ddns.net:7233/udp/239.94.1.136:5140
爱赛车,http://dib.ddns.net:7233/udp/239.94.1.144:5140
爱宠宠物,http://dib.ddns.net:7233/udp/239.94.1.145:5140
爱幼教,http://dib.ddns.net:7233/udp/239.94.1.139:5140
爱旅行,http://dib.ddns.net:7233/udp/239.94.1.137:5140
爱浪漫,http://dib.ddns.net:7233/udp/239.94.1.128:5140
爱玩具,http://dib.ddns.net:7233/udp/239.94.1.140:5140
爱体育,http://dib.ddns.net:7233/udp/239.94.1.44:5140
爱上4K,http://dib.ddns.net:7233/udp/239.94.0.21:5140
峨眉电影,http://802728.xyz:4022/udp/239.94.0.103:5140
爱动漫,http://802728.xyz:4022/udp/239.94.1.141:5140
爱科幻,http://802728.xyz:4022/udp/239.94.1.131:5140
爱谍战,http://802728.xyz:4022/udp/239.94.1.134:5140
爱院线,http://802728.xyz:4022/udp/239.94.1.132:5140
爱历史,http://802728.xyz:4022/udp/239.94.1.135:5140
爱喜剧,http://802728.xyz:4022/udp/239.94.1.129:5140
爱奇谈,http://802728.xyz:4022/udp/239.94.1.130:5140
爱悬疑,http://802728.xyz:4022/udp/239.94.1.136:5140
爱赛车,http://802728.xyz:4022/udp/239.94.1.144:5140
爱宠宠物,http://802728.xyz:4022/udp/239.94.1.145:5140
爱幼教,http://802728.xyz:4022/udp/239.94.1.139:5140
爱旅行,http://802728.xyz:4022/udp/239.94.1.137:5140
爱浪漫,http://802728.xyz:4022/udp/239.94.1.128:5140
爱玩具,http://802728.xyz:4022/udp/239.94.1.140:5140
爱体育,http://802728.xyz:4022/udp/239.94.1.44:5140
爱上4K,http://802728.xyz:4022/udp/239.94.0.21:5140
卫生健康,http://113.65.4.23:7188udp/239.77.0.212:5146
天元围棋,http://113.65.4.23:7188udp/239.253.43.98:5146
快乐垂钓,http://113.65.4.23:7188udp/239.77.0.145:5146
早期教育,http://113.65.4.23:7188udp/239.77.0.180:5146
求索纪录,http://113.65.4.23:7188udp/239.77.0.21:5146
睛彩广场舞,http://113.65.4.23:7188udp/239.77.1.23:5146
睛彩竞技,http://113.65.4.23:7188udp/239.77.1.20:5146
睛彩篮球,http://113.65.4.23:7188udp/239.77.1.21:5146
睛彩青少,http://113.65.4.23:7188udp/239.77.1.22:5146
茶,http://113.65.4.23:7188udp/239.77.0.15:5146
金鹰纪实,http://113.65.4.23:7188udp/239.77.1.217:5146
卫生健康,http://113.77.25.121:8188/udp/239.77.0.212:5146
天元围棋,http://113.77.25.121:8188/udp/239.253.43.98:5146
快乐垂钓,http://113.77.25.121:8188/udp/239.77.0.145:5146
早期教育,http://113.77.25.121:8188/udp/239.77.0.180:5146
求索纪录,http://113.77.25.121:8188/udp/239.77.0.21:5146
睛彩广场舞,http://113.77.25.121:8188/udp/239.77.1.23:5146
睛彩竞技,http://113.77.25.121:8188/udp/239.77.1.20:5146
睛彩篮球,http://113.77.25.121:8188/udp/239.77.1.21:5146
睛彩青少,http://113.77.25.121:8188/udp/239.77.1.22:5146
茶,http://113.77.25.121:8188/udp/239.77.0.15:5146
金鹰纪实,http://113.77.25.121:8188/udp/239.77.1.217:5146
CHC动作电影,http://39.152.103.17:8089/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CHC家庭影院,http://39.152.103.17:8089/tsfile/live/1095_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CHC影迷电影,http://39.152.103.17:8089/tsfile/live/1098_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
中华特产,http://39.152.103.17:8089/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
中央教育,http://171.43.64.126:85/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信1
动物星球(ijk),http://183.57.249.143:8183/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信1
天气预报,http://183.10.180.123:212/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信1
天气预报,http://183.10.180.58:202/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信2
家庭理财,http://39.152.103.17:8089/tsfile/live/1102_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
家有购物,http://39.152.103.17:8089/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
建设兵团,http://39.152.103.17:8089/tsfile/live/1094_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
快乐垂钓,http://39.152.103.17:8089/tsfile/live/1110_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
欢笑剧场,http://39.152.103.17:8089/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
百姓健康,http://39.152.103.17:8089/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
移动电视,http://39.152.103.17:8089/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
纪实科教,http://39.152.103.17:8089/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
经济科教,http://113.90.247.47:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信1
茶频道,http://39.152.103.17:8089/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
金鹰纪实,http://39.152.103.17:8089/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
